date_releve;operateur;categorie;offre;debit_ou_data;appels_inclus;prix_dh_mois;remarques;source;fiabilite
2026-02-26;Maroc Telecom;Fibre;Fibre Optique 100M;100 Mb/s;Illimités vers les fixes nationaux 10 H vers mobile dont 2 H vers l’international Zone 1;400;retrospectif web.archive.org;https://web.archive.org/web/20260226030651id_/https://www.iam.ma/fibre-optique;officiel_archive
2026-02-26;Maroc Telecom;Fibre;Fibre Optique 200M;200 Mb/s;Illimités vers les fixes nationaux 20 H vers mobile dont 4 H vers l’international Zone 1;500;retrospectif web.archive.org;https://web.archive.org/web/20260226030651id_/https://www.iam.ma/fibre-optique;officiel_archive
2026-02-26;Maroc Telecom;Fibre;Fibre Optique 500M;500 Mb/s;Illimités vers les fixes nationaux 50 H vers les mobiles dont 10 H vers l’international Zone 1;800;retrospectif web.archive.org;https://web.archive.org/web/20260226030651id_/https://www.iam.ma/fibre-optique;officiel_archive
2026-02-26;Maroc Telecom;Fibre;Fibre Optique 1G;1 Gb/s;Illimités vers les fixes nationaux 50 H vers les mobiles dont 10 H vers l’international Zone 1;1000;retrospectif web.archive.org;https://web.archive.org/web/20260226030651id_/https://www.iam.ma/fibre-optique;officiel_archive
2026-02-13;Maroc Telecom;Forfait mobile;Forfait Liberte 59 (11 Go);11 Go;1h;59;retrospectif web.archive.org;https://web.archive.org/web/20260213214119id_/https://www.iam.ma/forfaits-mobile;officiel_archive
2026-02-13;Maroc Telecom;Forfait mobile;Forfait Liberte 59 (3 Go);3 Go;3h;59;300 SMS - retrospectif web.archive.org;https://web.archive.org/web/20260213214119id_/https://www.iam.ma/forfaits-mobile;officiel_archive
2026-02-13;Maroc Telecom;Forfait mobile;Forfait Liberte 99 (20 Go);20 Go;1h;99;retrospectif web.archive.org;https://web.archive.org/web/20260213214119id_/https://www.iam.ma/forfaits-mobile;officiel_archive
2026-02-13;Maroc Telecom;Forfait mobile;Forfait Liberte 99 (2 Go);2 Go;11h;99;retrospectif web.archive.org;https://web.archive.org/web/20260213214119id_/https://www.iam.ma/forfaits-mobile;officiel_archive
2026-02-13;Maroc Telecom;Forfait mobile;Forfait Liberte 99 (13 Go);13 Go;4h;99;retrospectif web.archive.org;https://web.archive.org/web/20260213214119id_/https://www.iam.ma/forfaits-mobile;officiel_archive
2026-02-13;Maroc Telecom;Forfait mobile;Forfait Liberte 119 (22 Go);22 Go;2h;119;retrospectif web.archive.org;https://web.archive.org/web/20260213214119id_/https://www.iam.ma/forfaits-mobile;officiel_archive
2026-02-13;Maroc Telecom;Forfait mobile;Forfait Liberte 119 (15 Go);15 Go;5h;119;retrospectif web.archive.org;https://web.archive.org/web/20260213214119id_/https://www.iam.ma/forfaits-mobile;officiel_archive
2026-02-03;Maroc Telecom;Box;El Manzil 5G 400 DH;100 Mb/s;;400;retrospectif web.archive.org;https://web.archive.org/web/20260203042318id_/https://www.iam.ma/box-el-manzil-5g;officiel_archive
